ID;Lon;Lat;Anual;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez
5728;-46,649;-23,5005;4450;5222;5479;4704;4142;3422;3172;3244;4196;4237;4762;5135;5691
